"B17026_001E","B17026_001M","B17026_002E","B17026_002M","B17026_003E","B17026_003M","B17026_004E","B17026_004M","B17026_005E","B17026_005M","B17026_006E","B17026_006M","B17026_007E","B17026_007M","B17026_008E","B17026_008M","B17026_009E","B17026_009M","B17026_010E","B17026_010M","B17026_011E","B17026_011M","B17026_012E","B17026_012M","B17026_013E","B17026_013M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Under .50","Margin of Error!!Total!!Under .50","Estimate!!Total!!.50 to .74","Margin of Error!!Total!!.50 to .74","Estimate!!Total!!.75 to .99","Margin of Error!!Total!!.75 to .99","Estimate!!Total!!1.00 to 1.24","Margin of Error!!Total!!1.00 to 1.24","Estimate!!Total!!1.25 to 1.49","Margin of Error!!Total!!1.25 to 1.49","Estimate!!Total!!1.50 to 1.74","Margin of Error!!Total!!1.50 to 1.74","Estimate!!Total!!1.75 to 1.84","Margin of Error!!Total!!1.75 to 1.84","Estimate!!Total!!1.85 to 1.99","Margin of Error!!Total!!1.85 to 1.99","Estimate!!Total!!2.00 to 2.99","Margin of Error!!Total!!2.00 to 2.99","Estimate!!Total!!3.00 to 3.99","Margin of Error!!Total!!3.00 to 3.99","Estimate!!Total!!4.00 to 4.99","Margin of Error!!Total!!4.00 to 4.99","Estimate!!Total!!5.00 and over","Margin of Error!!Total!!5.00 and over","id","Geographic Area Name"
"36189","1593","1828","658","813","424","448","194","1844","659","669","260","2481","739","663","328","756","305","6352","1039","5829","912","4811","809","9695","1024","0500000US42107","Schuylkill County, Pennsylvania"
"20003","1319","596","284","316","146","596","240","487","326","853","389","1080","455","857","548","296","168","4257","736","3723","753","2157","534","4785","810","0500000US42111","Somerset County, Pennsylvania"
"54054","2051","1414","465","839","342","767","401","1153","471","1489","492","1436","518","821","435","1883","810","7793","1262","7821","1261","7936","1090","20702","1645","0500000US42125","Washington County, Pennsylvania"
"97065","2913","2700","926","1511","546","1385","455","1331","434","3288","955","3421","760","1477","656","1681","670","16163","1559","15411","1921","14063","1874","34634","2455","0500000US42129","Westmoreland County, Pennsylvania"
"120331","3147","3933","1184","1372","510","1949","702","3328","1082","3960","1145","3811","748","1666","649","2466","822","20075","2154","18558","1782","15784","2002","43429","2630","0500000US42133","York County, Pennsylvania"
"42333","2264","983","519","180","221","357","249","922","489","1535","791","939","497","281","187","429","295","7598","1513","6180","1135","5269","1040","17660","1776","0500000US44003","Kent County, Rhode Island"
"20562","1608","253","225","243","340","470","428","270","235","630","389","528","326","0","220","300","269","2111","710","1719","581","1957","558","12081","1538","0500000US44005","Newport County, Rhode Island"
"138683","3439","7296","1780","4500","1275","5940","1901","4662","1476","4843","1046","5262","1295","2277","920","3176","1140","17655","2370","20603","2078","17243","2131","45226","3039","0500000US44007","Providence County, Rhode Island"
"33596","2044","438","452","340","428","878","582","720","533","527","323","224","213","107","110","395","351","3346","899","4477","1043","3870","1023","18274","1538","0500000US44009","Washington County, Rhode Island"
"44856","2693","1490","828","455","456","2197","915","1192","612","2903","1007","1464","737","580","430","793","468","7901","1625","7666","1721","4645","1132","13570","1780","0500000US45003","Aiken County, South Carolina"
"52409","2526","1815","677","1748","698","1360","678","1368","595","2513","810","2420","779","941","397","1161","436","9764","1441","9659","1435","6025","1140","13635","1498","0500000US45007","Anderson County, South Carolina"
"52507","2578","1633","804","1166","682","1597","854","749","430","2125","1012","1454","634","1596","907","1486","588","8480","1730","6606","1489","5771","1085","19844","1633","0500000US45013","Beaufort County, South Carolina"
"55010","2094","1722","720","1220","564","2142","853","1571","765","2518","786","2564","987","986","553","736","438","8275","1403","9642","1505","7229","1401","16405","1711","0500000US45015","Berkeley County, South Carolina"
"93097","3756","3360","1181","2045","809","4150","1588","3318","897","3353","1023","3742","1265","1152","644","1244","586","11432","2135","8811","1260","9726","1797","40764","2772","0500000US45019","Charleston County, South Carolina"
"15322","1549","1415","515","882","587","562","502","587","429","1276","665","981","538","366","332","284","245","2395","788","1988","709","1907","785","2679","742","0500000US45031","Darlington County, South Carolina"
"39863","2302","1518","846","661","477","1338","652","1623","945","607","481","932","480","893","557","567","401","6111","1208","6851","1450","4367","1283","14395","1829","0500000US45035","Dorchester County, South Carolina"
"34199","2173","1811","830","860","492","1394","738","1847","841","1918","788","1598","525","365","311","968","622","7032","1274","5333","1024","2683","646","8390","1223","0500000US45041","Florence County, South Carolina"
"124883","3471","4354","1224","1768","722","3166","1037","4456","1120","4179","1092","4762","1333","2120","727","3071","941","18743","2382","19620","1886","15444","1991","43200","2389","0500000US45045","Greenville County, South Carolina"
"18700","1433","1227","614","728","443","380","304","439","342","1374","798","384","314","987","589","925","643","3713","928","2911","778","2936","801","2696","689","0500000US45047","Greenwood County, South Carolina"
"81977","3700","3749","991","1951","775","2665","879","2536","1129","3187","766","3819","1268","1281","471","3113","1303","14808","1896","14595","2305","9696","1559","20577","1934","0500000US45051","Horry County, South Carolina"
"17157","1484","1325","792","420","290","641","451","533","390","1168","625","953","561","465","362","731","643","3234","840","2362","645","1877","763","3448","858","0500000US45055","Kershaw County, South Carolina"
"26981","1548","1077","673","892","659","1242","647","718","392","1133","526","889","578","270","282","309","249","4151","1078","4580","1194","2573","859","9147","1576","0500000US45057","Lancaster County, South Carolina"
"17551","1583","1226","650","547","307","664","455","788","430","1158","627","1029","522","282","258","768","484","3902","940","2149","678","2173","737","2865","884","0500000US45059","Laurens County, South Carolina"
"76627","2690","2754","935","2160","789","2688","1017","2907","854","2531","847","3354","1100","1273","552","1243","497","13356","1809","11716","1548","9123","1331","23522","2068","0500000US45063","Lexington County, South Carolina"
"19747","1821","1070","499","680","535","505","505","519","376","474","352","720","432","701","490","467","370","3715","848","2689","860","2778","822","5429","940","0500000US45073","Oconee County, South Carolina"
"20665","1557","1716","848","1034","513","1739","849","710","482","1674","797","755","481","416","430","917","444","4372","957","2864","816","1601","628","2867","679","0500000US45075","Orangeburg County, South Carolina"
"28804","2313","564","432","666","472","816","502","946","476","1552","615","1716","691","946","657","850","499","4623","1118","5058","954","2598","795","8469","1369","0500000US45077","Pickens County, South Carolina"
"92710","3192","4578","1143","2683","849","2577","884","3536","1050","4730","1337","4580","1367","2137","1066","1818","707","16101","2387","9747","1800","12969","2238","27254","2543","0500000US45079","Richland County, South Carolina"
"80444","3253","3595","1132","879","428","3359","1072","3165","892","2999","1045","4380","1112","1110","525","1952","680","15630","1841","14509","1642","8743","1404","20123","1882","0500000US45083","Spartanburg County, South Carolina"
"28662","2002","1425","578","1058","682","1636","671","1837","899","1997","843","1073","554","578","443","976","548","6029","1320","3604","983","2339","683","6110","1353","0500000US45085","Sumter County, South Carolina"
"67642","2796","1478","617","836","485","1559","696","2199","700","2680","893","1711","705","1354","712","1408","824","9333","1599","10250","1590","9150","1529","25684","2207","0500000US45091","York County, South Carolina"
"47106","1996","803","367","840","469","1521","655","1212","730","1341","689","1607","694","1313","575","962","479","7836","1175","9235","1412","6319","920","14117","1497","0500000US46099","Minnehaha County, South Dakota"
"27749","1403","768","550","974","565","944","587","1122","704","336","223","859","411","76","115","887","580","4646","946","3770","932","4241","999","9126","1213","0500000US46103","Pennington County, South Dakota"
"18778","1625","986","576","680","403","1057","583","943","584","686","561","1040","657","232","186","131","167","2970","832","3317","909","1553","567","5183","1028","0500000US47001","Anderson County, Tennessee"
"38384","1748","1255","560","484","363","1112","614","1257","668","1993","624","924","470","784","433","1079","587","7852","1543","5888","1144","5726","1136","10030","1165","0500000US47009","Blount County, Tennessee"
"26252","2011","1202","786","466","347","1044","573","1027","500","1701","718","1406","550","635","552","330","252","5980","1215","3533","826","3488","1049","5440","1036","0500000US47011","Bradley County, Tennessee"
"159825","3606","8110","1644","4954","1697","7400","1767","6207","1555","7078","1532","4043","1104","4428","1344","3985","996","19643","2351","20069","2082","18008","2281","55900","2669","0500000US47037","Davidson County, Tennessee"
"19095","1650","963","621","476","326","609","433","1348","708","1454","754","1172","652","89","114","752","418","2869","788","3701","1036","1578","585","4084","859","0500000US47059","Greene County, Tennessee"
"91666","3217","3511","1192","2444","785","1728","589","3935","1267","2556","828","2395","823","1898","798","2506","1182","14406","1860","14212","1959","12575","1670","29500","2320","0500000US47065","Hamilton County, Tennessee"
"115889","3470","4182","1151","2652","797","2415","800","3085","981","5031","1303","3521","884","2076","795","2506","706","19693","2126","17364","1849","13912","1645","39452","2680","0500000US47093","Knox County, Tennessee"
"24957","1812","2050","766","871","549","997","583","933","479","1152","535","564","328","100","115","654","500","4805","1155","2441","700","3202","883","7188","1173","0500000US47113","Madison County, Tennessee"
"24730","1729","616","442","1042","582","736","457","1100","654","604","392","1484","714","675","517","710","539","5071","1213","3714","877","2392","759","6586","1177","0500000US47119","Maury County, Tennessee"
"52385","2309","1840","690","1599","797","2109","912","1974","766","3332","1107","2781","926","902","457","2787","1165","9080","1599","8644","1705","4907","1346","12430","1556","0500000US47125","Montgomery County, Tennessee"
"21230","1505","285","212","366","250","741","506","465","299","1920","750","1437","943","756","536","908","569","4017","1043","3033","889","2816","938","4486","891","0500000US47141","Putnam County, Tennessee"
"21004","1110","555","298","345","262","916","494","658","402","695","389","457","283","494","489","735","395","2910","818","3733","891","2984","719","6522","1102","0500000US47147","Robertson County, Tennessee"
"79776","3302","2020","897","1687","967","1583","699","2531","1205","3019","1197","2841","1251","1103","819","1754","679","14711","2355","13167","2026","12208","1963","23152","2344","0500000US47149","Rutherford County, Tennessee"
"25822","1883","1057","638","907","674","772","409","1446","748","1352","758","1090","576","582","424","1108","561","6383","1279","3590","776","2445","634","5090","956","0500000US47155","Sevier County, Tennessee"
"214219","5612","16175","2671","10103","1903","8405","2107","9134","1724","8332","1372","10291","2341","3837","1408","5080","1457","31213","2765","28026","3291","21160","2465","62463","3825","0500000US47157","Shelby County, Tennessee"
"39586","2091","2410","865","1131","594","2595","870","1135","506","1350","489","1620","504","557","301","1487","702","7056","1076","5924","1201","4761","1086","9560","1190","0500000US47163","Sullivan County, Tennessee"
"49307","1687","1284","589","1215","467","922","439","733","361","1824","703","1660","668","847","445","1196","550","8134","1475","7106","1071","6020","1039","18366","1623","0500000US47165","Sumner County, Tennessee"
"34181","1944","1274","535","398","253","1423","678","2068","909","1142","590","1640","858","212","187","310","286","6638","1279","4943","1168","4782","1270","9351","1702","0500000US47179","Washington County, Tennessee"
"63944","2360","584","347","331","342","515","492","617","402","633","393","575","292","345","257","1538","842","5395","1438","7022","1571","8744","1738","37645","2580","0500000US47187","Williamson County, Tennessee"
"38241","2119","1659","906","354","253","167","170","1038","539","872","588","965","619","440","323","511","301","6032","1135","5871","1180","4376","919","15956","1773","0500000US47189","Wilson County, Tennessee"
"21615","1765","1397","707","407","359","1414","677","990","489","2065","774","1558","669","805","511","656","523","3007","992","3121","965","2618","874","3577","929","0500000US48005","Angelina County, Texas"
"18858","1700","1015","695","1054","883","306","352","537","384","371","361","574","339","337","401","574","404","2277","806","2761","948","2909","1234","6143","1208","0500000US48021","Bastrop County, Texas"
"83783","3568","3585","1222","3002","1126","1951","867","3876","1276","4567","1415","4486","1365","2157","839","1334","594","16003","2490","11874","1672","8583","1420","22365","2292","0500000US48027","Bell County, Texas"
"411518","6780","19456","2175","15859","2064","19010","2585","17035","2561","19570","2244","18058","2342","7006","1254","10984","2028","67337","4034","57169","4239","46946","3761","113088","4227","0500000US48029","Bexar County, Texas"
"23551","1810","2208","922","899","583","846","336","921","456","744","377","1136","582","820","610","732","559","3882","877","2498","687","2884","895","5981","1177","0500000US48037","Bowie County, Texas"
"86582","4105","2398","1148","1735","803","1991","1206","2181","976","2455","994","2323","1091","1856","766","1301","645","11946","2458","14764","2568","9439","1735","34193","2977","0500000US48039","Brazoria County, Texas"
"42273","2312","1492","673","2061","891","1446","672","2117","685","1596","742","1782","777","470","316","842","499","6586","1454","5502","1086","4014","1099","14365","1372","0500000US48041","Brazos County, Texas"
"99070","3250","9426","1920","7076","1708","8803","1449","7355","1520","7259","1315","6401","1294","2279","803","3615","1144","15955","2333","12051","1921","6755","1597","12095","1723","0500000US48061","Cameron County, Texas"
"253044","5116","5731","1648","2649","1023","3009","918","4751","1685","5610","1583","4637","1217","1819","811","3057","1022","27264","2922","29133","3026","32059","2924","133325","4710","0500000US48085","Collin County, Texas"
"38383","2160","1049","615","303","342","290","252","1208","606","1518","652","1857","816","205","197","508","306","4828","1139","4552","1142","4514","1309","17551","1737","0500000US48091","Comal County, Texas"
"14496","1438","697","396","671","366","522","296","1056","500","1051","649","1104","655","363","252","453","270","2128","689","2499","735","2000","718","1952","546","0500000US48099","Coryell County, Texas"
"601367","8888","25754","2495","16849","2740","22277","2620","30457","3071","28266","2778","32864","3813","13668","1750","17651","2402","100020","4664","78328","4690","57033","3918","178200","6686","0500000US48113","Dallas County, Texas"
"212406","4874","4258","1330","1905","702","2928","1211","3804","1200","3439","1070","3982","1076","1885","832","3053","841","23036","2986","28995","3212","25766","2672","109355","3861","0500000US48121","Denton County, Texas"
"38983","2084","1415","750","690","516","1300","661","1062","611","2614","1074","1701","824","485","533","1000","685","5322","1312","6190","1290","4513","1315","12691","1886","0500000US48135","Ector County, Texas"
"46089","1897","970","427","773","643","1197","715","1174","490","2183","727","686","369","548","337","579","309","7235","1595","7951","1338","4903","996","17890","2075","0500000US48139","Ellis County, Texas"
"190227","4520","11362","2031","11722","2194","10696","1978","12812","2335","12982","2266","12047","2364","4767","1240","8031","1746","34382","3224","23670","2640","13865","2127","33891","3257","0500000US48141","El Paso County, Texas"
"199146","4741","5142","1712","2895","1170","4824","1621","4541","1419","5062","1588","5805","2024","1974","1088","2965","1210","23950","3297","26302","3482","23975","3330","91711","4796","0500000US48157","Fort Bend County, Texas"
"82957","3734","3085","1581","2561","1202","2037","876","1583","734","3133","966","2800","1042","978","570","1836","660","9183","1419","11238","1783","9861","1919","34662","2762","0500000US48167","Galveston County, Texas"
"31837","2120","1292","608","437","275","828","575","888","559","1572","743","2027","839","741","516","1516","669","4403","893","5595","1238","4597","1107","7941","1339","0500000US48181","Grayson County, Texas"
"29512","2196","1223","716","1228","616","681","513","642","385","1429","661","1128","594","338","375","690","388","4486","1229","6371","1142","2741","778","8555","1313","0500000US48183","Gregg County, Texas"
"41568","1671","661","371","665","464","1068","504","1102","462","1089","686","1315","685","840","527","664","313","6255","1361","5661","1219","6000","1290","16248","1607","0500000US48187","Guadalupe County, Texas"
"1102826","11318","62252","5084","39357","4093","47679","4604","53352","4151","55314","3980","49992","4131","23176","3390","26157","2970","171984","8464","134530","7829","101535","7093","337498","9505","0500000US48201","Harris County, Texas"
"15766","1417","701","578","241","293","257","249","1101","673","1177","599","866","661","132","152","252","254","2307","845","2463","855","2087","757","4182","992","0500000US48203","Harrison County, Texas"
"48342","2627","1337","679","532","470","1837","1127","887","661","1472","677","731","460","640","503","1429","804","6367","1681","7953","1665","6503","1757","18654","2351","0500000US48209","Hays County, Texas"
"20780","1720","1206","643","1242","824","853","674","636","356","1057","616","1719","697","345","331","705","405","2994","838","3071","984","1887","610","5065","969","0500000US48213","Henderson County, Texas"
"190170","4635","20984","3111","15033","2163","16925","2460","13962","2123","13399","2329","10306","2069","3635","1195","5740","1628","30157","3328","21309","2389","13443","2168","25277","2967","0500000US48215","Hidalgo County, Texas"
"23519","1724","553","312","670","339","647","413","1001","518","804","405","1228","547","685","305","418","391","4429","874","3153","824","2949","966","6982","1145","0500000US48231","Hunt County, Texas"
"58949","2540","4642","1054","1609","681","2293","815","3104","950","2671","912","4253","1178","883","446","1039","478","8121","1340","8292","1889","6807","1415","15235","1555","0500000US48245","Jefferson County, Texas"
"44857","2251","1351","734","1560","865","850","444","890","607","1530","644","2824","1053","1070","655","933","424","7745","1411","7969","1455","5041","1089","13094","1722","0500000US48251","Johnson County, Texas"
"30719","1527","1104","607","702","487","1211","647","737","474","935","560","1271","612","276","232","426","332","5238","1297","5268","1159","3735","1021","9816","1227","0500000US48257","Kaufman County, Texas"
"18066","1750","707","429","144","143","464","351","649","472","822","482","691","422","212","289","1108","919","4434","1244","2348","933","2762","981","3725","908","0500000US48291","Liberty County, Texas"
"71198","3094","2349","1037","2366","981","2574","854","2671","899","3454","1154","2658","821","1662","730","2260","1034","12758","1868","9905","1962","7236","1576","21305","1831","0500000US48303","Lubbock County, Texas"
"60708","2270","4702","1219","1957","665","2322","748","4088","1182","2055","742","2925","815","1124","524","1231","490","9537","1320","8581","1324","6091","1243","16095","1756","0500000US48309","McLennan County, Texas"
"38617","2318","579","442","1223","823","1036","527","852","597","733","467","1550","987","459","358","938","675","4879","1205","4938","1219","4635","1315","16795","2316","0500000US48329","Midland County, Texas"
"147327","4848","4229","1334","2070","910","4045","1631","4700","1693","6021","1811","3660","1373","1741","952","2515","1074","19664","3078","17432","2672","15975","2907","65275","3952","0500000US48339","Montgomery County, Texas"
"14717","1367","969","591","338","304","560","368","593","525","835","466","532","374","283","284","676","415","2498","818","2439","745","1234","503","3760","808","0500000US48347","Nacogdoches County, Texas"
"87889","3271","5516","1328","3667","1126","2769","908","2878","823","5488","1217","4465","1200","1738","821","2572","1026","13945","2268","13019","2200","7731","1443","24101","2441","0500000US48355","Nueces County, Texas"
"20284","1672","764","555","150","151","682","482","352","304","787","670","1049","489","336","317","370","348","3137","782","3806","948","2770","852","6081","1086","0500000US48361","Orange County, Texas"
"34321","1897","385","308","471","503","676","495","584","386","1536","696","810","403","756","455","681","344","5156","1290","4139","1056","3351","923","15776","1546","0500000US48367","Parker County, Texas"
"28561","1652","1902","723","939","552","1778","693","2237","859","2106","889","1728","558","452","292","1113","629","5480","1415","3797","895","1715","689","5314","968","0500000US48375","Potter County, Texas"
"34152","1873","391","282","486","355","624","410","221","215","728","386","822","388","473","289","567","357","5642","1189","6177","1141","5980","1161","12041","1341","0500000US48381","Randall County, Texas"
"29363","1284","1217","805","249","258","165","193","66","108","131","152","889","680","431","331","1268","1117","3553","1145","3647","1146","3519","1040","14228","1745","0500000US48397","Rockwall County, Texas"
"16235","1490","957","499","684","482","752","541","677","363","752","459","696","379","119","152","385","246","2966","822","2206","646","2192","780","3849","750","0500000US48409","San Patricio County, Texas"
"54682","2590","3286","1008","1431","767","1827","823","1384","646","1556","668","2561","852","729","413","1813","808","8826","1741","8243","1619","5748","1321","17278","2002","0500000US48423","Smith County, Texas"
"502918","7655","18249","2667","12903","2246","15781","2339","20769","3126","18702","2582","19721","2700","8849","2058","12891","2246","74365","4746","67640","4786","56282","3782","176766","4988","0500000US48439","Tarrant County, Texas"
"32688","1657","1714","771","1084","549","971","510","2190","938","1099","506","1132","435","473","240","992","539","5499","1033","5859","1254","3304","778","8371","1166","0500000US48441","Taylor County, Texas"
"28326","1923","1416","733","728","428","1125","682","1598","801","605","331","1539","728","299","243","407","316","6061","1235","4053","1195","3159","865","7336","1344","0500000US48451","Tom Green County, Texas"
"281467","5663","9169","2047","6871","1695","7570","1561","7327","1851","7980","1744","9093","1819","4712","1479","4680","1401","32187","3191","31223","3233","25963","3479","134692","5474","0500000US48453","Travis County, Texas"
"21814","1796","643","483","829","610","1357","711","1114","516","620","374","815","403","442","351","274","211","3678","919","2966","886","2796","736","6280","1221","0500000US48469","Victoria County, Texas"
"13354","1512","1187","661","466","361","661","578","499","454","442","485","25","35","302","245","401","272","2382","864","1742","613","1292","758","3955","864","0500000US48471","Walker County, Texas"
"59208","2228","4763","1008","3837","1353","4898","1073","3512","991","3802","1104","3699","1061","2039","842","2034","732","10012","1372","6157","1085","4816","1164","9639","1627","0500000US48479","Webb County, Texas"
"30563","2013","1592","701","1100","585","1343","646","1769","737","1329","565","1445","685","440","287","779","397","4207","866","5162","1080","4086","858","7311","1044","0500000US48485","Wichita County, Texas"
"135729","3520","2639","831","953","371","2162","886","3679","1513","3024","924","3456","1008","2274","919","2169","841","16624","2307","17234","2441","17561","2030","63954","3209","0500000US48491","Williamson County, Texas"
"17357","1101","225","196","290","311","497","377","169","149","524","316","533","269","140","148","466","336","3716","1071","2769","720","2335","761","5693","1083","0500000US48497","Wise County, Texas"
"29646","1473","1474","616","615","345","1295","637","1401","544","1603","535","1167","448","849","428","270","160","6070","1064","5203","1008","3308","626","6391","725","0500000US49005","Cache County, Utah"
"83092","2722","2050","865","530","442","860","629","1654","716","2066","730","2730","966","1136","469","1325","499","12973","1551","15601","1818","12022","1547","30145","2093","0500000US49011","Davis County, Utah"
"265179","4660","5656","1474","4527","1220","4818","1284","6603","1617","8158","1692","8793","1624","4366","1119","5170","1035","43739","3739","40407","3464","33219","2626","99723","3677","0500000US49035","Salt Lake County, Utah"
"15962","1215","210","245","361","462","171","225","327","273","372","330","400","325","456","349","394","307","2895","865","3993","1193","2455","822","3928","890","0500000US49045","Tooele County, Utah"
"140373","2665","3131","789","2788","727","2617","637","4573","953","4326","905","6250","974","3235","763","3672","768","28386","2195","26052","1851","19226","1843","36117","1893","0500000US49049","Utah County, Utah"
"44128","2545","1238","666","682","459","828","491","2406","820","2053","941","2494","799","798","555","1484","706","7607","1332","7538","1317","5816","1191","11184","1470","0500000US49053","Washington County, Utah"
"63224","2448","1226","496","1203","589","1614","687","1438","638","2386","665","2344","552","1207","673","1263","498","11846","1766","11277","1308","8570","1461","18850","1682","0500000US49057","Weber County, Utah"
"37668","1866","630","339","489","358","821","543","448","388","411","401","669","368","229","221","597","530","3993","1069","4658","1010","5988","1078","18735","1626","0500000US50007","Chittenden County, Vermont"
"26631","1653","871","476","726","684","117","194","414","403","425","389","945","533","214","184","365","270","3304","1105","3403","937","2752","755","13095","1446","0500000US51003","Albemarle County, Virginia"
"51898","2550","620","443","496","456","964","583","372","379","1869","860","1068","566","282","285","365","431","2989","865","4252","1381","2886","881","35735","2589","0500000US51013","Arlington County, Virginia"
"20628","1604","436","481","259","315","362","368","528","391","630","368","949","701","278","281","413","276","3109","914","4071","1111","2750","805","6843","997","0500000US51015","Augusta County, Virginia"
"21765","1484","523","448","396","339","608","423","261","246","357","237","704","391","276","278","501","346","4359","1064","3223","857","3937","1039","6620","1062","0500000US51019","Bedford County, Virginia"
"93676","2819","2065","778","813","354","1736","901","2003","860","2685","1012","2350","873","1456","715","1328","580","12054","1929","13953","1726","13329","1769","39904","2673","0500000US51041","Chesterfield County, Virginia"
"284876","4850","3001","830","3291","1102","4398","1222","4612","1333","5356","1277","5190","1133","2953","1103","3582","1142","19917","2267","25115","2761","25028","2655","182433","4093","0500000US51059","Fairfax County, Virginia"
"18279","1302","228","245","264","206","26","46","468","372","242","265","434","267","12","22","112","107","1800","585","2841","729","1869","494","9983","1193","0500000US51061","Fauquier County, Virginia"
"23773","1525","389","306","299","188","335","277","344","322","457","379","560","379","316","295","683","472","3600","840","3487","973","2826","845","10477","1119","0500000US51069","Frederick County, Virginia"
"29717","1841","686","504","123","144","341","320","497","295","448","379","619","339","211","162","218","243","2934","769","3435","913","4351","851","15854","1491","0500000US51085","Hanover County, Virginia"
"81503","2764","2057","870","1082","517","2083","730","1403","707","3014","1142","2111","942","409","334","1006","524","11997","1824","10284","1736","10113","1531","35944","2364","0500000US51087","Henrico County, Virginia"
"21705","1782","588","558","464","465","185","194","663","520","381","300","62","106","187","179","80","138","2451","744","2763","949","1781","818","12100","1462","0500000US51095","James City County, Virginia"
"103064","2188","994","518","268","235","1470","884","758","432","1985","1139","2704","1107","197","183","660","449","6091","1040","7634","1502","7940","1417","72363","2462","0500000US51107","Loudoun County, Virginia"
"17953","1587","677","431","805","548","160","209","468","400","173","248","784","512","330","312","554","406","2624","771","2587","818","1517","561","7274","1157","0500000US51121","Montgomery County, Virginia"
"110771","2944","1782","775","1501","816","1787","751","1712","650","3579","1355","2749","786","802","469","2446","993","11214","1449","11906","2260","13695","1771","57598","2979","0500000US51153","Prince William County, Virginia"
"25320","1509","0","206","246","302","584","615","423","328","1013","544","451","323","412","320","226","187","3522","984","4232","1067","3609","884","10602","1425","0500000US51161","Roanoke County, Virginia"
"22397","1302","526","346","285","238","372","223","409","272","1370","567","624","299","583","426","458","322","4228","816","4455","833","2936","780","6151","1009","0500000US51165","Rockingham County, Virginia"
"35096","1380","540","350","906","541","428","281","680","461","1109","496","1231","545","159","199","377","282","4548","1029","4492","874","5237","1051","15389","1494","0500000US51177","Spotsylvania County, Virginia"
"39246","1602","354","261","643","544","216","212","523","367","609","440","1232","630","498","485","809","521","3894","922","4876","1092","4276","892","21316","1564","0500000US51179","Stafford County, Virginia"
"16763","1274","440","309","277","293","0","206","296","262","273","264","186","191","83","110","395","361","1363","466","2407","704","2305","831","8738","1093","0500000US51199","York County, Virginia"
"35480","2096","1487","731","750","552","1273","761","917","606","396","366","659","398","337","437","291","261","3368","1132","2577","828","2043","766","21382","1630","0500000US51510","Alexandria city, Virginia"
"63748","2373","1963","1013","889","702","889","552","2034","924","2129","837","1791","750","981","561","1295","594","8554","1697","7756","1336","8641","1513","26826","2131","0500000US51550","Chesapeake city, Virginia"
"31422","1968","1828","787","721","565","898","649","328","257","1274","621","569","372","803","585","1515","903","6282","1422","4036","919","3419","992","9749","1417","0500000US51650","Hampton city, Virginia"
"14511","1255","648","402","684","487","169","186","832","438","365","319","1106","593","111","125","258","301","2088","618","2474","685","1708","586","4068","958","0500000US51680","Lynchburg city, Virginia"
"41824","2694","1230","535","1118","574","1476","718","1842","911","1882","599","1838","697","901","452","1543","735","8386","1641","4739","898","4297","880","12572","1386","0500000US51700","Newport News city, Virginia"
"51345","2425","2491","851","1724","692","2824","888","3448","1081","1345","504","2764","660","421","261","1477","550","9340","1427","7041","1192","5755","1186","12715","1647","0500000US51710","Norfolk city, Virginia"
"19958","1639","1467","702","323","225","907","561","629","359","1053","444","1589","610","246","217","394","306","4595","843","1387","545","2797","780","4571","1005","0500000US51740","Portsmouth city, Virginia"
"40477","2275","3216","1046","897","454","1804","918","695","340","2288","787","1590","825","407","439","1165","609","6533","1221","4672","1012","3058","860","14152","1447","0500000US51760","Richmond city, Virginia"
"22638","1999","1590","716","898","473","772","476","908","559","1142","569","1722","756","557","526","676","426","4648","1166","2305","703","2329","762","5091","1305","0500000US51770","Roanoke city, Virginia"
"24434","1630","746","423","429","283","395","291","599","525","469","375","1168","487","69","109","493","438","3346","883","3207","790","2782","644","10731","1135","0500000US51800","Suffolk city, Virginia"
"116678","3428","2655","920","1110","484","1528","738","1391","535","2607","1004","3400","1034","1170","508","2236","840","17673","2376","16369","2037","18455","2279","48084","2631","0500000US51810","Virginia Beach city, Virginia"
"48936","2215","1168","636","496","335","1515","640","2068","836","1131","555","1501","709","877","456","1231","605","7417","1392","6999","1563","6226","1366","18307","1766","0500000US53005","Benton County, Washington"
"20322","1621","99","172","473","452","784","602","1163","840","648","443","1258","685","94","108","1010","608","4436","1254","2230","717","2238","849","5889","988","0500000US53007","Chelan County, Washington"
"21564","1356","618","330","342","329","678","326","720","395","222","155","941","478","339","239","497","391","3403","787","2922","866","3046","806","7836","1199","0500000US53009","Clallam County, Washington"
"124605","3508","3512","1073","1410","582","1853","573","3305","788","2631","830","2887","948","1508","514","3052","1017","19281","1857","20026","2153","14815","1748","50325","2764","0500000US53011","Clark County, Washington"
"28076","1793","1279","765","726","398","394","320","784","401","1372","650","1063","627","323","204","1475","618","4102","986","4869","966","3535","912","8154","1367","0500000US53015","Cowlitz County, Washington"
"21365","1163","923","590","579","382","870","687","663","495","1417","752","850","580","288","287","902","634","4664","1172","2129","849","2524","1011","5556","1329","0500000US53021","Franklin County, Washington"
"21332","1720","825","459","242","271","513","320","1469","640","1365","674","1141","542","499","371","664","352","2900","838","4854","1129","2297","853","4563","865","0500000US53025","Grant County, Washington"
"17388","1590","609","375","751","423","233","226","577","394","1381","772","698","391","477","400","998","618","3098","883","3071","932","1660","520","3835","923","0500000US53027","Grays Harbor County, Washington"
