Total,One or more types of computing devices,Desktop/laptop,Only Desktop/laptop,Smartphone,Only Smartphone,Tablet/portable,Only Tablet/portable,Other computing device,Only other,No computer,>10K,> $10k With Internet subscription ,> $10k!!Without an Internet subscription,Total!!$10k to $19.9k,$10k to $19.9k!!With Internet subscription ,$10k to  $19.9k!!Without an Internet subscription,"$20,000 to $34,999",$20k to $34.9k!!With Internet subscription,$20k to $34.9k!!Without an Internet subscription,"$35,000 to $49,999",$35k to $49.9k!!With Internet subscription,$35k to $49.9k!!Without an Internet subscription,$50k to $74.9k,"$50k to $74,999!!With Internet subscription",$50k to $74..9k!!Without an Internet subscription,>$75k ,>$75k!!With Internet subscription ,">$75,000!!Without an Internet subscription",id,Geographic Area Name
408117,378967,327143,15521,350541,24999,277577,3873,11369,36,29150,22067,14736,7331,30695,20482,10213,48799,40223,8576,51536,44219,7317,70075,65626,4449,184945,179776,5169,29189,"St. Louis County, Missouri"
144295,125685,93388,6598,114924,21686,72942,1871,2371,79,18610,17844,9221,8623,17246,8772,8474,23731,17234,6497,21003,16963,4040,23370,20116,3254,41101,38766,2335,29510,"St. Louis city, Missouri"
35558,30878,24824,1744,27392,3219,21685,474,744,0,4680,2234,935,1299,3051,2071,980,6419,4269,2150,6099,4667,1432,7319,6821,498,10436,9744,692,30013,"Cascade County, Montana"
38372,34876,31296,3096,30258,1942,20868,624,838,0,3496,1380,1006,374,3626,2666,960,6816,5405,1411,5840,5151,689,8098,7507,591,12612,11714,898,30029,"Flathead County, Montana"
44423,42082,39062,1803,39672,1888,30960,134,1010,0,2341,2522,1673,849,2433,1609,824,5496,3966,1530,5375,4843,532,8568,7836,732,20029,19683,346,30031,"Gallatin County, Montana"
27842,24917,22393,1359,22503,1678,16831,276,504,0,2925,1341,846,495,2282,1098,1184,3468,2369,1099,2915,2570,345,5939,5251,688,11897,11193,704,30049,"Lewis and Clark County, Montana"
50401,47923,43181,2459,43606,2094,33594,498,1739,0,2478,3544,3275,269,4004,2718,1286,6971,6033,938,6759,6094,665,11377,10819,558,17746,17213,533,30063,"Missoula County, Montana"
66805,60700,51947,3378,54223,4301,43686,794,1483,84,6105,4428,2982,1446,5373,3750,1623,10498,7540,2958,8359,6070,2289,13265,11894,1371,24882,24254,628,30111,"Yellowstone County, Montana"
220858,204483,176028,10179,186683,16305,145723,2569,5145,0,16375,13037,8690,4347,18035,11853,6182,26426,21002,5424,27505,24343,3162,40822,37387,3435,95033,91599,3434,31055,"Douglas County, Nebraska"
125917,118576,104557,5776,109164,7112,83089,1317,2455,40,7341,6025,4813,1212,10567,7938,2629,17910,15154,2756,18618,15694,2924,25022,23289,1733,47775,46056,1719,31109,"Lancaster County, Nebraska"
66273,63305,56836,2160,59507,3863,47647,546,1595,0,2968,1625,916,709,3347,2219,1128,7256,6123,1133,7536,6828,708,12226,11499,727,34283,33384,899,31153,"Sarpy County, Nebraska"
808605,755963,639070,28763,708909,76242,507414,4840,17127,60,52642,57609,37072,20537,63791,42870,20921,117680,91861,25819,116654,100738,15916,144780,129113,15667,308091,290828,17263,32003,"Clark County, Nevada"
185709,176054,153218,7903,163579,12898,123609,1261,14520,0,9655,8647,6382,2265,12911,8571,4340,23154,18252,4902,24657,20550,4107,39116,35244,3872,77224,75396,1828,32031,"Washoe County, Nevada"
30208,27152,23867,2345,22865,1872,18013,495,384,0,3056,595,366,229,4183,2963,1220,4162,2902,1260,4123,3471,652,5249,4627,622,11896,11504,392,33005,"Cheshire County, New Hampshire"
35394,32576,29165,2948,27146,1540,23002,420,490,0,2818,1405,690,715,3168,1708,1460,4237,3275,962,4664,3891,773,6546,5671,875,15374,13951,1423,33009,"Grafton County, New Hampshire"
161649,152929,135191,7512,139274,8014,111907,1340,3271,0,8720,6406,4429,1977,9876,6124,3752,18947,16369,2578,16208,14930,1278,24266,22239,2027,85946,82792,3154,33011,"Hillsborough County, New Hampshire"
58521,55097,50494,4615,47751,2113,39950,392,2741,54,3424,2228,1435,793,4412,3242,1170,6392,5120,1272,7153,6583,570,9011,8303,708,29325,28763,562,33013,"Merrimack County, New Hampshire"
119467,114561,105697,6466,103124,3933,85810,1041,2704,0,4906,4258,3695,563,6524,4402,2122,10563,8193,2370,9435,8739,696,18392,17420,972,70295,68582,1713,33015,"Rockingham County, New Hampshire"
48393,45144,41251,2175,40044,2044,32238,504,2088,0,3249,2850,1519,1331,3280,2327,953,5345,3665,1680,5488,4468,1020,8048,7743,305,23382,22149,1233,33017,"Strafford County, New Hampshire"
96981,90877,76112,4918,83003,9121,59360,767,3097,0,6104,5818,3718,2100,8777,5561,3216,11118,8975,2143,12293,10768,1525,18577,16885,1692,40398,38819,1579,34001,"Atlantic County, New Jersey"
339953,318296,287910,12026,297264,15973,234151,3686,6212,0,21657,12992,7885,5107,18158,11236,6922,32516,24326,8190,26760,23243,3517,42754,39734,3020,206773,200833,5940,34003,"Bergen County, New Jersey"
166698,156495,141172,7469,142484,9055,115373,1415,6580,0,10203,5273,4015,1258,7889,4554,3335,13744,10407,3337,17901,15346,2555,28686,24880,3806,93205,90541,2664,34005,"Burlington County, New Jersey"
188840,172891,144953,9028,157186,16654,120500,1860,5060,36,15949,12081,8138,3943,17353,11017,6336,25081,18608,6473,18802,15909,2893,28901,25903,2998,86622,82710,3912,34007,"Camden County, New Jersey"
39208,36467,33301,2928,31956,1345,25155,521,1222,0,2741,1809,1128,681,3464,1955,1509,4420,3633,787,4766,4343,423,6756,5953,803,17993,17233,760,34009,"Cape May County, New Jersey"
50034,44617,36827,2541,39105,3686,30451,1382,1043,8,5417,4383,2824,1559,6182,3322,2860,7079,5867,1212,6567,6162,405,9150,7511,1639,16673,16144,529,34011,"Cumberland County, New Jersey"
289921,266330,213513,9598,249697,34048,177094,1976,5184,0,23591,24962,16056,8906,28723,19596,9127,37255,27816,9439,28200,24187,4013,42155,35485,6670,128626,122105,6521,34013,"Essex County, New Jersey"
101414,95140,85475,5050,87276,5762,70029,652,2630,0,6274,2893,1813,1080,5657,4293,1364,10620,7964,2656,10680,9304,1376,16407,14893,1514,55157,54240,917,34015,"Gloucester County, New Jersey"
263924,246399,212675,6155,236019,23132,159061,1937,6492,0,17525,18843,12953,5890,20911,13659,7252,29075,23132,5943,25581,21590,3991,38289,35855,2434,131225,126565,4660,34017,"Hudson County, New Jersey"
47733,45515,42626,2056,42238,1311,36805,227,996,0,2218,1321,861,460,1514,722,792,3819,2845,974,3443,2943,500,5801,5376,425,31835,31525,310,34019,"Hunterdon County, New Jersey"
132980,124528,106954,6289,114081,11555,83195,966,2131,0,8452,8474,5578,2896,8889,5559,3330,13738,10490,3248,11469,8172,3297,19537,16258,3279,70873,67692,3181,34021,"Mercer County, New Jersey"
285480,269001,236119,11571,249020,17640,195315,2918,6447,114,16479,12474,8291,4183,13977,9439,4538,26484,20453,6031,25703,20560,5143,44441,39777,4664,162401,157505,4896,34023,"Middlesex County, New Jersey"
236327,221863,202031,10214,204567,8505,175194,2139,7107,92,14464,9982,6046,3936,11229,6794,4435,21004,16261,4743,16969,14076,2893,32943,29766,3177,144200,140063,4137,34025,"Monmouth County, New Jersey"
181738,172181,162311,8168,158178,4808,132918,1635,5006,0,9557,4946,3633,1313,6481,3824,2657,12035,9602,2433,12663,11153,1510,22377,20889,1488,123236,119345,3891,34027,"Morris County, New Jersey"
228622,205540,184348,18854,175981,8942,139488,2698,6260,40,23082,9184,6347,2837,17146,10514,6632,30731,20583,10148,26782,21479,5303,39726,33780,5946,105053,97674,7379,34029,"Ocean County, New Jersey"
169521,156615,127367,4404,148441,19324,100468,982,3001,0,12906,9107,5138,3969,14927,9274,5653,18934,13559,5375,16580,14273,2307,24925,21779,3146,85048,79937,5111,34031,"Passaic County, New Jersey"
23952,22042,17896,1004,20334,2689,14230,122,253,0,1910,1848,1062,786,2098,1250,848,3123,2590,533,2523,2237,286,4053,3474,579,10307,9861,446,34033,"Salem County, New Jersey"
118729,114618,107325,3831,107237,3133,94920,1074,3759,37,4111,3854,2867,987,4134,2966,1168,9039,7728,1311,7062,6376,686,12766,11625,1141,81874,79973,1901,34035,"Somerset County, New Jersey"
53749,51259,47897,2075,47539,1603,40805,233,1845,0,2490,1679,1257,422,2287,1532,755,3794,3181,613,4750,4063,687,7592,7094,498,33647,32941,706,34037,"Sussex County, New Jersey"
192021,174469,151437,7433,163247,13869,125336,733,3110,47,17552,7194,4492,2702,12477,8032,4445,20164,14725,5439,18443,14514,3929,30178,27120,3058,103565,97691,5874,34039,"Union County, New Jersey"
41742,37737,33116,3088,32136,2015,26095,1089,714,58,4005,1746,1155,591,2809,1621,1188,4608,3081,1527,4651,3865,786,5923,5398,525,22005,20883,1122,34041,"Warren County, New Jersey"
270655,250248,206795,12260,231122,31127,154399,1955,5528,75,20407,24337,14579,9758,26874,19279,7595,44281,33406,10875,36691,30023,6668,46368,40280,6088,92104,85264,6840,35001,"Bernalillo County, New Mexico"
22616,19376,14664,1432,17007,3118,12069,334,336,0,3240,1182,619,563,3054,1546,1508,4688,3517,1171,3343,2428,915,4402,2929,1473,5947,5295,652,35005,"Chaves County, New Mexico"
80409,70212,53994,2821,65984,11781,42227,52,1987,0,10197,8166,4497,3669,13435,6516,6919,18433,11568,6865,8788,5631,3157,11812,9857,1955,19775,17779,1996,35013,"Doña Ana County, New Mexico"
23215,21057,14277,337,20144,4554,11140,249,212,78,2158,1436,542,894,2745,1458,1287,3347,2335,1012,3785,3131,654,4491,4100,391,7411,7117,294,35025,"Lea County, New Mexico"
21449,13598,7655,670,12149,4801,5901,318,557,0,7851,3653,823,2830,2969,526,2443,4392,1769,2623,2394,1314,1080,3979,2712,1267,4062,3388,674,35031,"McKinley County, New Mexico"
23747,21840,18749,1588,19040,1573,13914,593,154,0,1907,3588,2492,1096,2246,1315,931,3918,3108,810,3910,3377,533,4683,4151,532,5402,5107,295,35035,"Otero County, New Mexico"
53996,48489,41345,3249,43618,5334,24932,365,1472,0,5507,2633,1797,836,4777,3186,1591,7027,5614,1413,9901,8680,1221,12300,11235,1065,17358,16661,697,35043,"Sandoval County, New Mexico"
43707,36996,29912,2980,32153,3984,24940,772,1544,0,6711,5001,1986,3015,5135,2920,2215,7319,4665,2654,5910,4654,1256,7627,6081,1546,12715,11277,1438,35045,"San Juan County, New Mexico"
62707,55119,47674,2813,49741,4383,38826,972,2106,45,7588,3565,2383,1182,5063,2942,2121,8587,6236,2351,9532,7929,1603,11215,9445,1770,24745,23379,1366,35049,"Santa Fe County, New Mexico"
28379,25003,19455,1463,22544,4996,13765,0,864,0,3376,2570,1450,1120,3882,2004,1878,5272,3609,1663,3816,2759,1057,4981,4607,374,7858,6931,927,35061,"Valencia County, New Mexico"
126578,114748,96953,6417,103651,9779,80235,1096,3065,0,11830,7509,5455,2054,9014,4739,4275,17822,13370,4452,15523,13406,2117,20486,17971,2515,56224,53756,2468,36001,"Albany County, New York"
507370,449984,311163,15637,419934,90997,267252,6791,14889,95,57386,76862,46395,30467,77273,47610,29663,83457,62974,20483,63280,52905,10375,78932,70551,8381,127566,118953,8613,36005,"Bronx County, New York"
75539,68759,58401,5817,58901,6186,45375,1048,1284,0,6780,6464,4827,1637,9027,6632,2395,12519,9429,3090,8947,7911,1036,13775,12254,1521,24807,24093,714,36007,"Broome County, New York"
32079,26799,21721,2195,22892,2592,17573,548,234,23,5280,1771,885,886,3919,2176,1743,6083,3918,2165,4826,3667,1159,5885,5309,576,9595,8536,1059,36009,"Cattaraugus County, New York"
30083,26806,21876,2202,23024,2934,17065,718,301,0,3277,1551,846,705,3026,1641,1385,4103,3022,1081,5663,4968,695,4972,4296,676,10768,9868,900,36011,"Cayuga County, New York"
53429,46451,39962,4632,38354,2809,29955,982,1527,50,6978,3557,1708,1849,8157,4870,3287,9761,7199,2562,7204,5769,1435,9282,8371,911,15468,14755,713,36013,"Chautauqua County, New York"
34325,30456,24766,1942,26418,3199,19836,447,811,0,3869,2848,1609,1239,3092,1997,1095,6052,5174,878,4277,3701,576,6734,6132,602,11322,10202,1120,36015,"Chemung County, New York"
31392,28840,25556,2464,23037,1970,19694,350,415,0,2552,1982,1249,733,2855,1899,956,3524,2616,908,4703,4367,336,6490,5921,569,11838,10960,878,36019,"Clinton County, New York"
108071,101278,88840,6525,91248,5113,73681,1208,1887,0,6793,5436,3482,1954,8603,5700,2903,11856,9716,2140,9314,7694,1620,15246,13875,1371,57616,56039,1577,36027,"Dutchess County, New York"
390341,349864,292350,23737,307511,28940,241380,5792,8381,126,40477,26160,16533,9627,37361,23866,13495,59546,45167,14379,48666,41105,7561,71038,63486,7552,147570,141523,6047,36029,"Erie County, New York"
44657,40785,34308,1624,36519,3242,27134,833,1042,43,3872,3698,2463,1235,3055,2026,1029,7950,6655,1295,6229,4937,1292,10006,8876,1130,13719,13239,480,36045,"Jefferson County, New York"
969317,862989,741849,32798,809353,76206,589462,8577,40347,181,106328,88792,54830,33962,103671,61285,42386,123633,92424,31209,99621,79771,19850,135502,120144,15358,418098,394478,23620,36047,"Kings County, New York"
23746,21860,19185,1443,19325,1138,14893,400,492,30,1886,1110,949,161,2724,1922,802,2755,2178,577,3312,2466,846,4714,4343,371,9131,8768,363,36051,"Livingston County, New York"
26127,23602,20210,1213,20718,2253,17295,265,673,55,2525,1148,666,482,2312,1241,1071,3455,3107,348,3669,3030,639,5479,5017,462,10064,9590,474,36053,"Madison County, New York"
301668,275770,233686,15581,246428,21464,193212,3715,7710,105,25898,21035,13476,7559,30153,19524,10629,43168,33790,9378,35387,30997,4390,50406,46775,3631,121519,117866,3653,36055,"Monroe County, New York"
447123,421870,388050,20268,389100,17877,310674,3369,23662,70,25253,14171,9967,4204,19517,12937,6580,33498,25442,8056,29950,23864,6086,46128,41253,4875,303859,294799,9060,36059,"Nassau County, New York"
752258,695861,629554,23304,660964,43465,463760,3887,28800,266,56397,63965,40036,23929,66510,42639,23871,68995,55563,13432,57562,47588,9974,85761,75331,10430,409465,396045,13420,36061,"New York County, New York"
89765,79356,66897,5414,69558,7021,50779,1524,1724,65,10409,6607,4537,2070,10604,6626,3978,12093,8849,3244,11393,8937,2456,15608,13671,1937,33460,31328,2132,36063,"Niagara County, New York"
88871,79346,68169,4171,68827,5516,58150,2326,1636,0,9525,6084,4401,1683,9622,6343,3279,14037,10582,3455,11557,9602,1955,16885,15521,1364,30686,29220,1466,36065,"Oneida County, New York"
185046,163493,142982,12064,144714,12741,105702,2674,4034,41,21553,12158,5645,6513,18113,10040,8073,24542,17744,6798,22702,16480,6222,31851,27627,4224,75680,71821,3859,36067,"Onondaga County, New York"
44079,40692,36959,2366,36618,1385,30273,388,514,0,3387,1945,1370,575,3775,2447,1328,5350,4519,831,5836,5364,472,8689,7418,1271,18484,17638,846,36069,"Ontario County, New York"
128259,116218,96913,6871,104054,10190,80261,1930,3832,0,12041,5846,3879,1967,11161,6992,4169,15200,11373,3827,13144,10522,2622,18045,15607,2438,64863,60870,3993,36071,"Orange County, New York"
46270,41390,35395,2831,35251,2842,30191,852,623,0,4880,3616,2298,1318,4787,3372,1415,6791,5660,1131,6402,5530,872,7715,6787,928,16959,16198,761,36075,"Oswego County, New York"
35425,33517,30902,1733,30069,992,26367,968,685,10,1908,593,476,117,1528,1249,279,2446,1597,849,2912,2129,783,5612,5276,336,22334,21744,590,36079,"Putnam County, New York"
788110,727774,606562,28818,678737,80304,456136,7516,17090,199,60336,43159,28109,15050,60943,38800,22143,100199,78495,21704,86634,72096,14538,132482,118799,13683,364693,344472,20221,36081,"Queens County, New York"
64614,60061,51306,4443,53243,4708,40376,363,1387,59,4553,3242,2349,893,4175,2748,1427,7045,5228,1817,6982,6360,622,12946,11816,1130,30224,29461,763,36083,"Rensselaer County, New York"
167441,153692,133409,8458,137954,9713,113393,3261,4232,201,13749,11541,6886,4655,12020,7081,4939,15245,9773,5472,14030,11258,2772,22603,19040,3563,92002,86137,5865,36085,"Richmond County, New York"
99502,88477,78948,5536,78850,4270,64628,594,3431,0,11025,3561,2484,1077,8225,4195,4030,9718,7089,2629,7926,6205,1721,13628,11343,2285,56444,53729,2715,36087,"Rockland County, New York"
41680,36032,29865,3038,29812,2971,24738,1143,2534,0,5648,2717,1589,1128,5556,3638,1918,6275,4538,1737,6409,4744,1665,7109,6248,861,13614,13393,221,36089,"St. Lawrence County, New York"
94156,88679,79678,5307,78981,5408,61149,1090,2306,51,5477,2510,1299,1211,4868,3189,1679,8977,6432,2545,9898,8657,1241,15814,14818,996,52089,50458,1631,36091,"Saratoga County, New York"
55262,50432,41287,3522,44053,3742,35648,822,876,0,4830,3107,2075,1032,5645,3606,2039,6890,5127,1763,6113,5124,989,9549,8588,961,23958,22731,1227,36093,"Schenectady County, New York"
40578,35590,30328,3237,30228,3091,22047,526,716,0,4988,2441,1308,1133,4369,2748,1621,6467,5024,1443,5075,4477,598,8403,7238,1165,13823,12618,1205,36101,"Steuben County, New York"
496784,467856,429325,25905,424396,17943,340405,4674,12472,253,28928,17619,13479,4140,26931,19067,7864,37832,29609,8223,38388,32150,6238,64488,58729,5759,311526,298550,12976,36103,"Suffolk County, New York"
28900,25630,20609,2210,22384,2476,17496,223,564,0,3270,1592,748,844,4366,2988,1378,4107,3117,990,3832,2923,909,4849,4327,522,10154,9748,406,36105,"Sullivan County, New York"
40250,38483,34872,2521,34106,1171,26362,455,803,84,1767,2899,1951,948,3712,3039,673,5875,4639,1236,5249,4226,1023,7034,6181,853,15481,14941,540,36109,"Tompkins County, New York"
69154,64596,56015,4293,56967,4850,41664,846,3045,0,4558,3619,3169,450,6255,4403,1852,8438,6430,2008,7960,6672,1288,12572,11499,1073,30310,29517,793,36111,"Ulster County, New York"
28007,24347,21096,2741,19092,1232,16871,768,292,0,3660,1238,854,384,2590,1802,788,4123,2441,1682,4010,2895,1115,5427,4776,651,10619,10004,615,36113,"Warren County, New York"
35927,31970,26869,1859,28452,2199,23112,908,845,0,3957,1121,703,418,3166,1763,1403,4791,3839,952,5088,4426,662,7414,6323,1091,14347,13166,1181,36117,"Wayne County, New York"
352498,327815,286769,14649,302484,21878,243473,2886,9810,0,24683,16360,10434,5926,23259,15106,8153,33333,25379,7954,27857,22917,4940,44584,38326,6258,207105,200077,7028,36119,"Westchester County, New York"
64700,57378,47347,2638,52208,6161,37256,1061,1604,0,7322,4097,1865,2232,6840,4345,2495,10675,7306,3369,10748,8722,2026,11881,10288,1593,20459,19173,1286,37001,"Alamance County, North Carolina"
56752,53603,46203,3431,47542,3292,39308,863,1038,0,3149,3984,3400,584,4016,2652,1364,8471,7696,775,6393,5652,741,12276,11860,416,21612,21230,382,37019,"Brunswick County, North Carolina"
108411,96027,78944,3535,88618,10602,63488,1120,2025,0,12384,4920,2063,2857,10949,5911,5038,18300,13862,4438,15599,12436,3163,20872,19268,1604,37771,36619,1152,37021,"Buncombe County, North Carolina"
36157,31861,23378,2718,27568,5510,18279,699,559,0,4296,2003,1288,715,4114,1753,2361,7516,4334,3182,6106,4468,1638,6606,5384,1222,9812,9441,371,37023,"Burke County, North Carolina"
73751,70142,62378,2780,65570,4020,52776,532,1322,0,3609,3044,2463,581,5297,3820,1477,9922,8292,1630,7600,7042,558,13193,12464,729,34695,33884,811,37025,"Cabarrus County, North Carolina"
31544,27293,19983,1619,24264,4584,16519,428,372,0,4251,1829,1301,528,5318,3091,2227,6273,5051,1222,4761,4384,377,4785,4264,521,8578,7692,886,37027,"Caldwell County, North Carolina"
28720,26753,23065,1324,24268,2201,18434,532,1049,0,1967,1325,1180,145,2135,1532,603,5205,4101,1104,4235,3828,407,6262,5709,553,9558,9250,308,37031,"Carteret County, North Carolina"
62861,56607,45996,3025,51621,6570,37525,736,1041,0,6254,3162,1904,1258,7299,5071,2228,9762,6810,2952,9019,7882,1137,13531,12502,1029,20088,18780,1308,37035,"Catawba County, North Carolina"
28343,25874,23021,1623,23074,1405,18390,149,280,0,2469,1207,956,251,1500,522,978,3934,2280,1654,2592,2178,414,4948,3564,1384,14162,13175,987,37037,"Chatham County, North Carolina"
34574,28405,22122,2121,24785,3725,16779,810,1401,0,6169,3806,1435,2371,4053,1836,2217,6296,3049,3247,5621,3897,1724,5550,4483,1067,9248,8238,1010,37045,"Cleveland County, North Carolina"
40412,37486,31099,2005,34116,3808,25787,178,2128,0,2926,3240,1860,1380,4124,2909,1215,7530,6208,1322,5057,4770,287,7608,7302,306,12853,11776,1077,37049,"Craven County, North Carolina"
127911,117600,96755,4565,109903,14340,77417,810,9202,105,10311,9817,7406,2411,15583,11202,4381,20876,17867,3009,21742,19282,2460,23181,21214,1967,36712,35382,1330,37051,"Cumberland County, North Carolina"
68761,61118,49103,3671,55273,6969,38245,542,803,44,7643,4731,2922,1809,8304,4047,4257,12078,9281,2797,12375,11167,1208,12902,11208,1694,18371,16674,1697,37057,"Davidson County, North Carolina"
127527,121670,106502,3416,114800,11488,81619,868,10530,0,5857,6776,5594,1182,8647,6263,2384,21593,17613,3980,17558,16134,1424,22398,19789,2609,50555,49302,1253,37063,"Durham County, North Carolina"
150437,138253,110005,5649,127227,21407,82196,1912,4028,28,12184,12430,6912,5518,15759,8406,7353,24898,17236,7662,23335,19472,3863,25670,22751,2919,48345,46531,1814,37067,"Forsyth County, North Carolina"
26380,23339,19800,949,21023,2418,15027,502,1986,0,3041,793,375,418,2343,1523,820,4043,3055,988,3853,3435,418,5053,4461,592,10295,9626,669,37069,"Franklin County, North Carolina"
84999,75886,62812,4853,68623,9157,47686,845,2571,0,9113,4786,3643,1143,9036,5430,3606,14578,10626,3952,11681,9379,2302,17259,15297,1962,27659,26397,1262,37071,"Gaston County, North Carolina"
209842,189359,161557,9993,173941,16436,128115,1496,4246,39,20483,14955,8768,6187,21592,13535,8057,33987,25006,8981,30360,24696,5664,36905,32505,4400,72043,67523,4520,37081,"Guilford County, North Carolina"
46015,42502,35295,1650,39966,5021,29559,262,875,0,3513,2490,1339,1151,5464,2764,2700,6342,4697,1645,8184,6439,1745,9054,8092,962,14481,13740,741,37085,"Harnett County, North Carolina"
49514,44766,37716,2708,39903,4471,30319,491,1504,0,4748,2351,1819,532,5226,3120,2106,9041,7119,1922,6250,5200,1050,9022,8120,902,17624,16618,1006,37089,"Henderson County, North Carolina"
68328,62711,54390,2844,57272,4830,43896,703,1608,0,5617,2243,1554,689,5492,3726,1766,9497,7647,1850,10068,8899,1169,14909,13388,1521,26119,24990,1129,37097,"Iredell County, North Carolina"
70001,64027,54955,2751,59404,5552,41783,695,2078,0,5974,2486,889,1597,4993,1934,3059,12207,8435,3772,8967,6457,2510,14911,12368,2543,26437,24761,1676,37101,"Johnston County, North Carolina"
34233,31886,25998,841,29946,4178,23232,431,541,0,2347,1571,1252,319,2816,2068,748,3140,1971,1169,5510,4872,638,7069,6549,520,14127,13882,245,37109,"Lincoln County, North Carolina"
418135,400351,351007,12185,378465,30561,280488,3624,7807,40,17784,20865,14668,6197,26153,19785,6368,58230,46222,12008,55331,50336,4995,74570,69455,5115,182986,177660,5326,37119,"Mecklenburg County, North Carolina"
40756,36601,32532,2517,31884,2753,25158,344,1189,0,4155,2913,1475,1438,3570,2367,1203,5028,3734,1294,5392,4950,442,8408,7879,529,15445,14678,767,37125,"Moore County, North Carolina"
37767,33542,26701,2259,29899,4660,19949,543,633,0,4225,1614,864,750,4287,2593,1694,6069,5066,1003,6284,4875,1409,7366,6140,1226,12147,11376,771,37127,"Nash County, North Carolina"
98151,93018,82421,3257,87124,5780,66221,1114,2292,0,5133,9461,7139,2322,8618,6569,2049,13780,10955,2825,13948,12522,1426,18127,16551,1576,34217,33119,1098,37129,"New Hanover County, North Carolina"
66834,64394,56454,2011,60459,5271,44663,541,1299,0,2440,5384,4610,774,4505,2722,1783,11263,10275,988,11362,10612,750,13765,13172,593,20555,20311,244,37133,"Onslow County, North Carolina"
53959,50631,47455,1553,48391,1816,39131,225,1567,0,3328,3519,2736,783,3286,2281,1005,6634,5091,1543,6246,5886,360,8507,7589,918,25767,24234,1533,37135,"Orange County, North Carolina"
69288,62255,52237,2071,58404,6173,40605,632,444,0,7033,7924,5562,2362,8844,6185,2659,10707,8264,2443,11442,9638,1804,11471,9629,1842,18900,18206,694,37147,"Pitt County, North Carolina"
54783,49837,38954,2877,44806,7773,30887,896,540,0,4946,3602,2346,1256,6273,3779,2494,9493,7098,2395,9396,7426,1970,10141,8844,1297,15878,14742,1136,37151,"Randolph County, North Carolina"
46026,38868,25825,2006,35361,9957,19187,643,1257,0,7158,6423,2828,3595,6156,2669,3487,10417,6762,3655,6719,5151,1568,7942,5724,2218,8369,7601,768,37155,"Robeson County, North Carolina"
37476,28486,23396,2426,24580,3739,15944,503,398,0,8990,3369,1292,2077,6368,2918,3450,6653,3845,2808,4917,3645,1272,6464,5337,1127,9705,8406,1299,37157,"Rockingham County, North Carolina"
53806,47046,37229,2737,42166,5494,32168,927,628,0,6760,3153,2167,986,6726,3755,2971,9038,6787,2251,9813,8775,1038,8643,7426,1217,16433,15575,858,37159,"Rowan County, North Carolina"
26305,22134,18108,1417,19508,2386,14901,337,465,0,4171,2708,1462,1246,4287,2141,2146,4065,2539,1526,3895,2959,936,4637,4131,506,6713,6217,496,37161,"Rutherford County, North Carolina"
29230,23524,18718,1683,20746,3262,13062,311,1062,0,5706,2578,811,1767,4022,1665,2357,4941,2817,2124,3354,2366,988,5758,3549,2209,8577,6411,2166,37171,"Surry County, North Carolina"
77696,73978,63635,2114,69564,5664,56812,607,2240,0,3718,1342,1142,200,3812,2401,1411,8632,6634,1998,9389,8925,464,12335,11552,783,42186,41516,670,37179,"Union County, North Carolina"
408473,396038,360673,10211,378430,19754,304424,2150,9518,0,12435,14152,11176,2976,20392,14570,5822,40448,33702,6746,46732,42006,4726,70538,65273,5265,216211,210822,5389,37183,"Wake County, North Carolina"
49019,42724,30849,2356,38492,7187,26973,939,790,0,6295,3470,1772,1698,6698,4237,2461,10451,8316,2135,8490,7673,817,7538,6699,839,12372,11439,933,37191,"Wayne County, North Carolina"
30123,25891,20512,2272,22053,3402,15730,579,474,0,4232,2144,947,1197,4627,2310,2317,6235,4817,1418,4469,3534,935,6614,6342,272,6034,5679,355,37193,"Wilkes County, North Carolina"
31817,26628,19508,1662,23825,4625,15966,342,820,0,5189,3251,1503,1748,5289,3044,2245,5498,4653,845,3449,2714,735,5557,5015,542,8773,7966,807,37195,"Wilson County, North Carolina"
40736,37729,33766,1735,33864,1834,28503,644,1647,0,3007,1473,975,498,2715,1607,1108,4841,3339,1502,4489,3489,1000,7740,6618,1122,19478,17867,1611,38015,"Burleigh County, North Dakota"
74343,69466,60476,2461,64924,5760,48878,307,1520,0,4877,3310,2132,1178,7293,4176,3117,7898,5598,2300,11471,9763,1708,12150,10719,1431,32221,30912,1309,38017,"Cass County, North Dakota"
30916,28146,23796,740,26869,1804,19643,292,194,0,2770,3258,1437,1821,2177,1462,715,4918,3766,1152,4218,3507,711,5705,4804,901,10640,9732,908,38035,"Grand Forks County, North Dakota"
27887,24927,20020,1077,23075,3425,17365,341,403,0,2960,2303,782,1521,2502,1409,1093,3464,2595,869,3112,2811,301,5360,4925,435,11146,10681,465,38101,"Ward County, North Dakota"
41204,36955,29992,2608,32713,3955,24478,483,607,0,4249,2541,1425,1116,4707,2725,1982,7022,5669,1353,6619,5905,714,8529,7982,547,11786,11328,458,39003,"Allen County, Ohio"
35445,29614,22846,2552,25076,4132,18748,624,776,0,5831,4020,2746,1274,4960,2587,2373,4808,3853,955,5242,4692,550,6358,5304,1054,10057,9378,679,39007,"Ashtabula County, Ohio"
22533,19965,16776,1443,17323,2042,12096,212,422,0,2568,3263,1962,1301,3224,2005,1219,4141,3335,806,3263,2932,331,2508,2345,163,6134,5774,360,39009,"Athens County, Ohio"
