"B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Has a computer","Margin of Error!!Total!!Has a computer","Estimate!!Total!!Has a computer!!With dial-up Internet subscription alone","Margin of Error!!Total!!Has a computer!!With dial-up Internet subscription alone","Estimate!!Total!!Has a computer!!With a broadband Internet subscription","Margin of Error!!Total!!Has a computer!!With a broadband Internet subscription","Estimate!!Total!!Has a computer!!Without an Internet subscription","Margin of Error!!Total!!Has a computer!!Without an Internet subscription","Estimate!!Total!!No computer","Margin of Error!!Total!!No computer","id","Geographic Area Name"
"59863","2283","57202","2403","182","168","53047","2326","3973","1149","2661","958","0500000US49053","Washington County, Utah"
"85615","1753","81465","1980","195","191","77091","1930","4179","851","4150","822","0500000US49057","Weber County, Utah"
"66095","1198","62458","1592","90","86","56053","1838","6315","1271","3637","1082","0500000US50007","Chittenden County, Vermont"
"41956","1269","39870","1585","171","170","37067","1720","2632","788","2086","820","0500000US51003","Albemarle County, Virginia"
"109940","1822","104636","2160","438","471","99900","2360","4298","1168","5304","1288","0500000US51013","Arlington County, Virginia"
"29783","1272","26307","1635","94","152","22889","1845","3324","1107","3476","927","0500000US51015","Augusta County, Virginia"
"31271","1286","28393","1255","448","361","25966","1282","1979","691","2878","782","0500000US51019","Bedford County, Virginia"
"126748","1556","120585","2120","180","195","115873","2259","4532","1064","6163","1350","0500000US51041","Chesterfield County, Virginia"
"396628","2777","386510","3006","320","206","377254","3564","8936","1583","10118","1663","0500000US51059","Fairfax County, Virginia"
"25134","818","24030","944","75","90","23194","954","761","314","1104","442","0500000US51061","Fauquier County, Virginia"
"31551","1173","28700","1402","39","67","26757","1545","1904","734","2851","882","0500000US51069","Frederick County, Virginia"
"39929","871","37442","1216","71","118","35096","1432","2275","680","2487","773","0500000US51085","Hanover County, Virginia"
"129408","2025","120960","2114","360","315","114521","2630","6079","1309","8448","994","0500000US51087","Henrico County, Virginia"
"29849","1736","28792","1763","157","189","24564","1953","4071","1313","1057","515","0500000US51095","James City County, Virginia"
"133417","1079","130543","1302","238","169","126973","1578","3332","1001","2874","937","0500000US51107","Loudoun County, Virginia"
"34585","1619","31920","1903","0","206","30085","1931","1835","726","2665","842","0500000US51121","Montgomery County, Virginia"
"143861","1657","140592","1853","107","154","137529","1929","2956","853","3269","880","0500000US51153","Prince William County, Virginia"
"38061","1042","34723","1307","193","195","31662","1530","2868","860","3338","1066","0500000US51161","Roanoke County, Virginia"
"31462","1026","27907","1098","123","170","24798","1163","2986","742","3555","727","0500000US51165","Rockingham County, Virginia"
"45223","1001","43649","1082","138","121","40952","1238","2559","698","1574","592","0500000US51177","Spotsylvania County, Virginia"
"48418","923","47386","1028","133","131","46197","1165","1056","581","1032","472","0500000US51179","Stafford County, Virginia"
"24996","1038","23411","1257","0","206","21465","1346","1946","764","1585","682","0500000US51199","York County, Virginia"
"71740","1543","67628","1683","0","206","65929","1789","1699","615","4112","1110","0500000US51510","Alexandria city, Virginia"
"86122","1667","81630","2063","0","206","78621","2268","3009","966","4492","1181","0500000US51550","Chesapeake city, Virginia"
"54800","1457","49821","1726","137","138","42125","2233","7559","1600","4979","1329","0500000US51650","Hampton city, Virginia"
"28500","1191","25520","1445","84","103","23660","1556","1776","611","2980","814","0500000US51680","Lynchburg city, Virginia"
"71291","1906","64875","2030","179","183","45038","2488","19658","2167","6416","1263","0500000US51700","Newport News city, Virginia"
"89338","1882","82739","1948","210","201","75564","2066","6965","1145","6599","914","0500000US51710","Norfolk city, Virginia"
"34578","1559","31268","1744","177","188","28469","1695","2622","883","3310","803","0500000US51740","Portsmouth city, Virginia"
"91359","1702","82121","2258","34","58","71111","2614","10976","1781","9238","1388","0500000US51760","Richmond city, Virginia"
"41353","1515","34696","1784","28","53","30224","1746","4444","1299","6657","1379","0500000US51770","Roanoke city, Virginia"
"34890","939","31615","1194","56","69","28164","1335","3395","844","3275","824","0500000US51800","Suffolk city, Virginia"
"172183","2346","165042","2701","70","84","156919","2750","8053","1819","7141","1471","0500000US51810","Virginia Beach city, Virginia"
"71921","1765","67784","1885","249","221","61743","2259","5792","1444","4137","1165","0500000US53005","Benton County, Washington"
"31587","1405","29379","1653","0","204","26282","1753","3097","1022","2208","813","0500000US53007","Chelan County, Washington"
"33265","1090","29950","1473","203","258","29011","1463","736","321","3315","893","0500000US53009","Clallam County, Washington"
"178980","1642","170753","2075","739","278","163346","2425","6668","1328","8227","1371","0500000US53011","Clark County, Washington"
"43279","861","39444","1344","45","77","35953","1713","3446","1187","3835","1039","0500000US53015","Cowlitz County, Washington"
"27067","858","25754","985","29","47","24517","1091","1208","479","1313","534","0500000US53021","Franklin County, Washington"
"30806","1705","28090","1716","43","77","26623","1677","1424","572","2716","981","0500000US53025","Grant County, Washington"
"27674","1615","25017","1646","85","137","23042","1608","1890","689","2657","749","0500000US53027","Grays Harbor County, Washington"
"34572","1556","32839","1570","244","243","31322","1629","1273","571","1733","686","0500000US53029","Island County, Washington"
"897476","5960","861049","6515","1569","957","824588","7166","34892","3565","36427","3167","0500000US53033","King County, Washington"
"105411","1928","100844","2053","449","265","96965","2185","3430","976","4567","959","0500000US53035","Kitsap County, Washington"
"30327","1125","27838","1054","94","112","25829","1153","1915","641","2489","631","0500000US53041","Lewis County, Washington"
"25864","1614","24049","1736","28","54","22812","1798","1209","559","1815","850","0500000US53045","Mason County, Washington"
"328519","3174","312005","3267","498","281","290968","3845","20539","2721","16514","1909","0500000US53053","Pierce County, Washington"
"48474","1107","45616","1466","152","126","43293","1662","2171","712","2858","783","0500000US53057","Skagit County, Washington"
"300215","2038","290008","2504","422","246","277806","3315","11780","1896","10207","1420","0500000US53061","Snohomish County, Washington"
"206191","2700","192835","3278","301","215","183332","3352","9202","1791","13356","1902","0500000US53063","Spokane County, Washington"
"110713","1699","103987","2039","359","388","97646","2425","5982","1431","6726","1416","0500000US53067","Thurston County, Washington"
"87080","2014","81642","2293","61","96","75443","2630","6138","1327","5438","1293","0500000US53073","Whatcom County, Washington"
"83320","1615","75971","2076","307","211","69122","2349","6542","1274","7349","1365","0500000US53077","Yakima County, Washington"
"45800","1196","41923","1335","100","173","37759","1842","4064","1320","3877","1035","0500000US54003","Berkeley County, West Virginia"
"38024","1475","33876","1564","148","218","29796","1687","3932","988","4148","922","0500000US54011","Cabell County, West Virginia"
"26878","1056","23580","1152","0","201","20687","1227","2893","781","3298","822","0500000US54033","Harrison County, West Virginia"
"78482","2049","69409","2476","254","201","61482","2715","7673","1715","9073","1309","0500000US54039","Kanawha County, West Virginia"
"40603","1237","38391","1322","177","152","36205","1321","2009","657","2212","672","0500000US54061","Monongalia County, West Virginia"
"31169","1392","25671","1787","97","117","22303","1723","3271","1116","5498","1442","0500000US54081","Raleigh County, West Virginia"
"36064","1022","31406","1408","204","222","28228","1605","2974","1115","4658","940","0500000US54107","Wood County, West Virginia"
"104470","1568","95538","1987","542","301","89090","1904","5906","1220","8932","1371","0500000US55009","Brown County, Wisconsin"
"226350","2321","215750","2749","1363","509","200875","2951","13512","1919","10600","1542","0500000US55025","Dane County, Wisconsin"
"35221","877","31602","890","127","108","30062","911","1413","456","3619","654","0500000US55027","Dodge County, Wisconsin"
"40421","1246","37594","1421","109","151","35630","1508","1855","648","2827","763","0500000US55035","Eau Claire County, Wisconsin"
"41009","1123","35818","1670","129","92","33418","1576","2271","630","5191","980","0500000US55039","Fond du Lac County, Wisconsin"
"33180","1004","30745","1115","183","129","28310","1224","2252","635","2435","661","0500000US55055","Jefferson County, Wisconsin"
"62950","1668","58007","1771","158","113","55043","1934","2806","845","4943","837","0500000US55059","Kenosha County, Wisconsin"
"47924","958","43985","1315","296","202","40767","1529","2922","798","3939","974","0500000US55063","La Crosse County, Wisconsin"
"35259","747","31284","871","75","59","29359","1006","1850","594","3975","608","0500000US55071","Manitowoc County, Wisconsin"
"56245","1115","50454","1423","644","306","46579","1424","3231","852","5791","989","0500000US55073","Marathon County, Wisconsin"
"384281","3000","335706","3948","919","404","303335","4191","31452","2556","48575","3113","0500000US55079","Milwaukee County, Wisconsin"
"74603","1062","69102","1421","164","142","65088","1523","3850","1000","5501","1014","0500000US55087","Outagamie County, Wisconsin"
"36261","897","33801","1031","146","165","32017","1112","1638","597","2460","694","0500000US55089","Ozaukee County, Wisconsin"
"29193","567","26564","912","42","35","25205","978","1317","391","2629","768","0500000US55097","Portage County, Wisconsin"
"76808","1706","70954","2027","216","171","66216","2201","4522","1252","5854","980","0500000US55101","Racine County, Wisconsin"
"64632","1246","58315","1716","411","256","54164","1999","3740","989","6317","1161","0500000US55105","Rock County, Wisconsin"
"34422","895","31835","1306","205","200","29498","1203","2132","690","2587","922","0500000US55109","St. Croix County, Wisconsin"
"46308","1297","41881","1432","57","55","39882","1493","1942","610","4427","868","0500000US55117","Sheboygan County, Wisconsin"
"40864","1419","37644","1627","297","297","34628","1491","2719","576","3220","938","0500000US55127","Walworth County, Wisconsin"
"55488","825","51865","1042","210","185","49033","1174","2622","755","3623","807","0500000US55131","Washington County, Wisconsin"
"158368","1823","149379","2064","370","220","144724","1985","4285","867","8989","1281","0500000US55133","Waukesha County, Wisconsin"
"71332","1395","65375","1601","177","141","61268","1670","3930","750","5957","998","0500000US55139","Winnebago County, Wisconsin"
"32274","955","28624","1397","214","137","26489","1447","1921","600","3650","815","0500000US55141","Wood County, Wisconsin"
"39678","1342","36384","1611","0","203","34595","1445","1789","606","3294","951","0500000US56021","Laramie County, Wyoming"
"32240","1234","30362","1247","101","144","26909","1567","3352","969","1878","556","0500000US56025","Natrona County, Wyoming"
"30206","1651","21164","1742","164","150","18995","1703","2005","659","9042","1171","0500000US72013","Arecibo Municipio, Puerto Rico"
"64932","1973","56009","2070","152","170","49883","2195","5974","1109","8923","1240","0500000US72021","Bayamón Municipio, Puerto Rico"
"47374","1611","37853","1831","466","444","35149","1853","2238","653","9521","1237","0500000US72025","Caguas Municipio, Puerto Rico"
"61313","2117","50048","2169","102","120","44977","2056","4969","1316","11265","1449","0500000US72031","Carolina Municipio, Puerto Rico"
"27857","1698","23102","1702","0","228","20638","1639","2464","780","4755","892","0500000US72061","Guaynabo Municipio, Puerto Rico"
"30909","1411","24805","1601","102","130","21370","1614","3333","809","6104","906","0500000US72097","Mayagüez Municipio, Puerto Rico"
"53450","1675","36068","1874","147","157","32026","1696","3895","932","17382","1471","0500000US72113","Ponce Municipio, Puerto Rico"
"147267","3135","91339","3331","2024","759","74153","3015","15162","1951","55928","3046","0500000US72127","San Juan Municipio, Puerto Rico"
"21511","1424","18109","1338","101","133","7257","1212","10751","1320","3402","817","0500000US72135","Toa Alta Municipio, Puerto Rico"
"26085","1644","22944","1739","103","132","11093","1316","11748","1507","3141","679","0500000US72137","Toa Baja Municipio, Puerto Rico"
"23195","1373","19110","1463","43","77","17772","1495","1295","453","4085","844","0500000US72139","Trujillo Alto Municipio, Puerto Rico"
